0.3477824,
0.5047615,
0.5479399,
0.503049,
0.5547107,
0.5817311,
0.5557999,
0.505508,
0.6005875,
0.7421605,
0.5534414,
0.8953425,
0.5420856,
0.4618483,
0.7673903,
0.6021728,
0.424337,
0.5246922,
0.7755093,
0.4594319,
0.4634181,
0.4819256
